D:\Data\zcb\2012-12-29-Au2.b\005SMPL.d
强度 vs 时间,计数
15.914,0.00
15.918,0.00
15.921,0.00
15.925,0.00
15.928,0.00
15.932,0.00
15.935,0.00
15.939,20.00
15.942,0.00
15.946,0.00
15.949,0.00
15.953,0.00
15.956,0.00
15.960,0.00
15.963,0.00
15.967,0.00
15.970,0.00
15.974,0.00
15.977,0.00
15.981,0.00
15.984,0.00
15.988,177.35
15.991,0.00
15.995,0.00
15.998,0.00
16.002,0.00
16.005,0.00
16.009,2.00
16.012,0.00
16.016,0.00
16.019,0.00
16.023,0.00
16.026,0.00
16.030,0.00
16.033,0.00
16.037,0.00
16.040,0.00
16.044,0.00
16.047,0.00
16.051,0.00
16.054,0.00
16.058,0.00
16.061,0.00
16.065,0.00
16.068,130.19
16.072,0.00
16.075,0.00
16.079,0.00
16.082,0.00
16.086,0.00
16.089,0.00
16.093,0.00
16.096,0.00
16.100,0.00
16.103,0.00
16.106,0.00
16.110,0.00
16.114,0.00
16.117,0.00
16.121,37.02
16.124,0.00
16.128,0.00
16.131,0.00
16.135,0.00
16.138,0.00
16.142,0.00
16.145,0.00
16.149,0.00
16.152,0.00
16.156,0.00
16.159,0.00
16.163,0.00
16.166,0.00
16.170,0.00
16.173,0.00
16.177,0.00
16.180,0.00
16.184,0.00
16.187,0.00
16.191,0.00
16.194,0.00
16.198,0.00
16.201,0.00
16.205,0.00
16.208,0.00
16.212,0.00
16.215,0.00
16.219,0.00
16.222,0.00
16.226,0.00
16.229,0.00
16.233,0.00
16.236,0.00
16.240,0.00
16.243,0.00
16.247,0.00
16.250,0.00
16.254,0.00
16.257,0.00
16.261,0.00
16.264,0.00
16.268,0.00
16.271,0.00
16.275,0.00
16.278,0.00
16.282,0.00
16.285,0.00
16.289,0.00
16.292,0.00
16.296,0.00
16.298,0.00
16.303,0.00
16.306,0.00
16.310,0.00
16.313,0.00
16.317,0.00
16.320,0.00
16.324,0.00
16.327,0.00
16.331,0.00
16.334,0.00
16.338,0.00
16.341,0.00
16.345,0.00
16.348,0.00
16.352,0.00
16.355,0.00
16.359,0.00
16.362,0.00
16.366,0.00
16.369,0.00
16.373,0.00
16.376,0.00
16.380,0.00
16.383,0.00
16.387,0.00
16.390,0.00
16.394,0.00
16.397,0.00
16.401,0.00
16.404,0.00
16.408,0.00
16.411,0.00
16.415,0.00
16.418,0.00
16.422,0.00
16.425,0.00
16.429,0.00
16.433,0.00
16.436,0.00
16.440,0.00
16.443,0.00
16.447,64.05
16.450,183.38
16.454,0.00
16.457,0.00
16.461,0.00
16.464,0.00
16.468,0.00
16.471,0.00
16.475,0.00
16.478,0.00
16.482,0.00
16.485,0.00
16.489,0.00
16.492,0.00
16.496,0.00
16.499,0.00
16.503,0.00
16.506,2.00
16.510,0.00
16.513,0.00
16.517,0.00
16.520,0.00
16.524,0.00
16.527,0.00
16.531,0.00
16.534,0.00
16.538,0.00
16.541,0.00
16.545,0.00
16.548,0.00
16.552,1.00
16.554,0.00
16.559,0.00
16.562,0.00
16.566,0.00
16.569,0.00
16.573,0.00
16.576,0.00
16.580,0.00
16.583,2.00
16.587,19.00
16.590,0.00
16.594,0.00
16.597,0.00
16.601,0.00
16.604,0.00
16.608,0.00
16.611,0.00
16.615,0.00
16.618,0.00
16.622,2.00
16.625,148.25
16.629,1.00
16.632,0.00
16.636,0.00
16.639,0.00
16.643,0.00
16.646,0.00
16.650,0.00
16.653,0.00
16.657,0.00
16.660,15.00
16.664,29.01
16.667,0.00
16.671,0.00
16.674,0.00
16.678,0.00
16.681,0.00
16.685,0.00
16.688,0.00
16.692,0.00
16.695,0.00
16.699,0.00
16.702,0.00
16.706,0.00
16.709,0.00
16.713,0.00
16.716,0.00
16.720,0.00
16.723,0.00
16.727,0.00
16.730,0.00
16.734,0.00
16.737,0.00
16.741,0.00
16.744,0.00
16.748,0.00
16.751,181.37
16.755,0.00
16.758,0.00
16.762,0.00
16.765,0.00
16.769,0.00
16.772,0.00
16.776,0.00
16.779,0.00
16.783,0.00
16.786,0.00
16.790,0.00
16.793,0.00
16.797,0.00
16.800,0.00
16.804,0.00
16.807,0.00
16.810,0.00
16.814,0.00
16.818,0.00
16.821,0.00
16.825,0.00
16.828,0.00
16.832,0.00
16.835,0.00
16.839,0.00
16.842,0.00
16.846,0.00
16.849,0.00
16.853,0.00
16.856,0.00
16.860,107.13
16.863,2.00
16.867,0.00
16.870,0.00
16.874,2.00
16.877,0.00
16.881,0.00
16.884,173.34
16.888,0.00
16.891,0.00
16.895,1.00
16.898,0.00
16.902,0.00
16.905,0.00
16.909,0.00
16.912,0.00
16.916,0.00
16.919,0.00
16.923,0.00
16.926,0.00
16.930,3.00
16.933,0.00
16.937,0.00
16.940,0.00
16.944,0.00
16.947,0.00
16.951,0.00
16.954,0.00
16.958,0.00
16.961,0.00
16.965,0.00
16.968,0.00
16.972,0.00
16.975,0.00
16.979,0.00
16.982,0.00
16.986,0.00
16.989,146.24
16.993,0.00
16.996,0.00
17.000,0.00
17.002,0.00
17.007,0.00
17.010,0.00
17.014,0.00
17.018,0.00
17.021,0.00
17.025,0.00
17.028,0.00
17.032,0.00
17.035,0.00
17.039,0.00
17.042,0.00
17.046,0.00
17.049,0.00
17.053,0.00
17.056,0.00
17.060,1.00
17.063,0.00
17.066,0.00
17.070,0.00
17.074,0.00
17.077,0.00
17.081,0.00
17.084,0.00
17.088,0.00
17.091,0.00
17.095,0.00
17.098,0.00
17.102,0.00
17.105,0.00
17.109,0.00
17.112,0.00
17.116,0.00
17.119,0.00
17.123,1.00
17.126,0.00
17.130,0.00
17.133,0.00
17.137,0.00
17.140,0.00
17.144,0.00
17.147,0.00
17.151,0.00
17.154,0.00
17.158,0.00
17.161,0.00
17.165,0.00
17.168,0.00
17.172,0.00
17.175,0.00
17.179,0.00
17.182,0.00
17.186,1.00
17.189,0.00
17.193,0.00
17.196,0.00
17.200,1.00
17.203,0.00
17.207,0.00
17.210,0.00
17.214,0.00
17.217,0.00
17.221,0.00
17.224,0.00
17.228,0.00
17.231,0.00
17.235,0.00
17.238,0.00
17.242,0.00
17.245,0.00
17.249,0.00
17.252,0.00
17.256,0.00
17.258,0.00
17.263,0.00
17.266,0.00
17.270,0.00
17.273,0.00
17.277,0.00
17.280,152.26
17.284,0.00
17.287,0.00
17.291,0.00
17.294,0.00
17.298,0.00
17.301,0.00
17.305,0.00
17.308,0.00
17.312,0.00
17.315,0.00
17.319,0.00
17.322,0.00
17.326,0.00
17.329,0.00
17.333,0.00
17.336,0.00
17.340,0.00
17.343,0.00
17.347,0.00
17.350,0.00
17.354,0.00
17.357,0.00
17.361,0.00
17.364,1.00
17.368,0.00
17.371,0.00
17.375,0.00
17.378,0.00
17.382,1.00
17.385,0.00
17.389,0.00
17.392,0.00
17.396,0.00
17.399,0.00
17.403,0.00
17.406,0.00
17.410,2.00
17.413,0.00
17.417,0.00
17.420,0.00
17.424,0.00
17.427,0.00
17.431,0.00
17.434,0.00
17.438,0.00
17.441,0.00
17.445,0.00
17.448,2.00
17.452,0.00
17.455,0.00
17.459,0.00
17.462,1.00
17.466,0.00
17.469,0.00
17.473,0.00
17.476,0.00
17.480,0.00
17.483,0.00
17.487,0.00
17.490,0.00
17.494,0.00
17.497,1.00
17.501,0.00
17.504,135.20
17.508,0.00
17.511,0.00
17.514,0.00
17.518,0.00
17.522,0.00
17.525,0.00
17.529,0.00
17.532,0.00
17.536,0.00
17.539,0.00
17.543,0.00
17.546,0.00
17.550,0.00
17.553,0.00
17.557,0.00
17.560,0.00
17.564,0.00
17.567,0.00
17.571,0.00
17.574,0.00
17.578,0.00
17.581,0.00
17.585,0.00
17.588,0.00
17.592,0.00
17.596,0.00
17.599,0.00
17.603,0.00
17.606,0.00
17.610,0.00
17.613,0.00
17.617,0.00
17.620,0.00
17.624,0.00
17.627,0.00
17.631,0.00
17.634,0.00
17.638,0.00
17.641,0.00
17.645,0.00
17.648,0.00
17.652,0.00
17.655,0.00
17.659,0.00
17.662,0.00
17.666,0.00
17.669,0.00
17.673,0.00
17.676,0.00
17.680,129.19
17.683,0.00
17.687,0.00
17.690,0.00
17.694,0.00
17.697,0.00
17.701,0.00
17.704,0.00
17.708,0.00
17.711,0.00
17.715,0.00
17.718,0.00
17.722,0.00
17.725,0.00
17.729,0.00
17.732,0.00
17.736,0.00
17.739,0.00
17.743,0.00
17.746,0.00
17.750,0.00
17.753,0.00
17.757,0.00
17.760,0.00
17.764,0.00
17.767,0.00
17.770,0.00
17.774,0.00
17.778,0.00
17.781,0.00
17.785,0.00
17.788,0.00
17.792,0.00
17.795,0.00
17.799,0.00
17.802,0.00
17.806,0.00
17.809,2.00
17.813,0.00
17.816,0.00
17.820,0.00
17.823,0.00
17.827,2.00
17.830,0.00
17.834,0.00
17.837,0.00
17.841,0.00
17.844,0.00
17.848,0.00
17.851,0.00
17.855,1.00
17.858,0.00
17.862,0.00
17.865,0.00
17.869,0.00
17.872,0.00
17.876,79.07
17.879,20.00
17.883,1.00
17.886,0.00
17.890,0.00
17.893,0.00
17.897,0.00
17.900,0.00
17.904,0.00
17.907,0.00
17.911,0.00
17.914,0.00
17.918,0.00
17.921,0.00
17.925,0.00
17.928,0.00
17.932,0.00
17.935,0.00
17.939,0.00
17.942,0.00
17.946,0.00
17.949,0.00
17.953,0.00
17.956,0.00
17.960,0.00
17.962,0.00
17.967,0.00
17.970,1.00
17.974,0.00
17.977,0.00
17.981,0.00
17.984,1.00
17.988,0.00
17.991,0.00
17.995,0.00
17.998,0.00
18.002,0.00
18.005,0.00
18.009,0.00
18.012,0.00
18.016,0.00
18.019,0.00
18.023,1.00
18.026,0.00
18.030,0.00
18.033,0.00
18.037,0.00
18.040,0.00
18.044,0.00
18.047,0.00
18.051,0.00
18.054,0.00
18.058,0.00
18.061,0.00
18.065,0.00
18.068,1.00
18.072,0.00
18.075,0.00
18.079,0.00
18.082,0.00
18.086,0.00
18.089,2.00
18.093,0.00
18.096,2.00
18.100,0.00
18.103,0.00
18.107,0.00
18.110,0.00
18.114,0.00
18.117,0.00
18.121,0.00
18.124,0.00
18.128,0.00
18.131,0.00
18.135,0.00
18.138,1.00
18.142,0.00
18.145,0.00
18.149,0.00
18.152,0.00
18.156,0.00
18.159,0.00
18.163,0.00
18.166,0.00
18.170,0.00
18.173,0.00
18.177,0.00
18.181,134.20
18.184,0.00
18.188,0.00
18.191,0.00
18.195,0.00
18.198,0.00
18.202,0.00
18.205,0.00
18.209,0.00
18.212,0.00
18.216,0.00
18.218,0.00
18.223,0.00
18.226,0.00
18.230,0.00
18.233,0.00
18.237,0.00
18.240,0.00
18.244,0.00
18.247,0.00
18.251,1.00
18.254,0.00
18.258,0.00
18.261,0.00
18.265,0.00
18.268,0.00
18.272,0.00
18.275,0.00
18.279,0.00
18.282,0.00
18.286,0.00
18.289,0.00
18.293,0.00
18.296,0.00
18.300,0.00
18.303,0.00
18.307,0.00
18.310,0.00
18.314,0.00
18.317,0.00
18.321,0.00
18.324,0.00
18.328,0.00
18.331,2.00
18.335,0.00
18.338,0.00
18.342,0.00
18.345,0.00
18.349,0.00
18.352,0.00
18.356,0.00
18.359,0.00
18.363,0.00
18.366,0.00
18.370,0.00
18.373,0.00
18.377,0.00
18.380,0.00
18.384,0.00
18.387,0.00
18.391,0.00
18.394,0.00
18.398,0.00
18.401,0.00
18.405,0.00
18.408,0.00
18.412,0.00
18.415,0.00
18.419,0.00
18.422,0.00
18.426,0.00
18.429,0.00
18.433,0.00
18.436,0.00
18.440,0.00
18.443,0.00
18.447,1.00
18.450,1.00
18.454,0.00
18.457,0.00
18.461,0.00
18.464,0.00
18.468,0.00
18.471,2.00
18.474,0.00
18.478,0.00
18.482,0.00
18.485,0.00
18.489,0.00
18.492,0.00
18.496,0.00
18.499,0.00
18.503,0.00
18.506,0.00
18.510,0.00
18.513,0.00
18.517,0.00
18.520,0.00
18.524,0.00
18.527,187.39
18.531,0.00
18.534,0.00
18.538,0.00
18.541,0.00
18.545,0.00
18.548,0.00
18.552,0.00
18.555,0.00
18.559,0.00
18.562,0.00
18.566,0.00
18.569,0.00
18.573,0.00
18.576,0.00
18.580,0.00
18.583,0.00
18.587,153.26
18.590,0.00
18.594,0.00
18.597,0.00
18.601,0.00
18.604,0.00
18.608,0.00
18.611,0.00
18.615,0.00
18.618,0.00
18.622,1.00
18.625,0.00
18.629,0.00
18.632,0.00
18.636,0.00
18.639,0.00
18.643,0.00
18.646,0.00
18.650,0.00
18.653,0.00
18.657,0.00
18.660,1.00
18.664,0.00
18.666,0.00
18.671,0.00
18.674,0.00
18.678,0.00
18.681,0.00
18.685,0.00
18.688,0.00
18.692,0.00
18.695,0.00
18.699,0.00
18.702,0.00
18.706,0.00
18.709,0.00
18.713,0.00
18.716,0.00
18.720,0.00
18.723,0.00
18.727,0.00
18.730,2.00
18.734,0.00
18.737,0.00
18.741,0.00
18.744,0.00
18.748,0.00
18.751,0.00
18.755,0.00
18.758,0.00
18.762,0.00
18.766,0.00
18.769,0.00
18.773,0.00
18.776,1.00
18.780,0.00
18.783,0.00
18.787,0.00
18.790,0.00
18.794,0.00
18.797,0.00
18.801,0.00
18.804,0.00
18.808,0.00
18.811,0.00
18.815,0.00
18.818,0.00
18.822,0.00
18.825,0.00
18.829,0.00
18.832,0.00
18.836,0.00
18.839,0.00
18.843,0.00
18.846,0.00
18.850,0.00
18.853,0.00
18.857,0.00
18.860,0.00
18.864,0.00
18.867,0.00
18.871,0.00
18.874,0.00
18.878,0.00
18.881,1.00
18.885,0.00
18.888,0.00
18.892,0.00
18.895,0.00
18.899,0.00
18.902,0.00
18.906,0.00
18.909,0.00
18.913,0.00
18.916,0.00
18.920,0.00
18.922,0.00
18.927,0.00
18.930,0.00
18.934,0.00
18.937,0.00
18.941,0.00
18.944,0.00
18.948,0.00
18.951,0.00
18.955,0.00
18.958,0.00
18.962,0.00
18.965,0.00
18.969,0.00
18.972,0.00
18.976,2.00
18.979,0.00
18.983,0.00
18.986,0.00
18.990,0.00
18.993,0.00
18.997,0.00
19.000,0.00
19.004,0.00
19.007,0.00
19.011,0.00
19.014,0.00
19.018,0.00
19.021,0.00
19.025,0.00
19.028,0.00
19.032,0.00
19.035,0.00
19.039,0.00
19.042,0.00
19.046,0.00
19.049,0.00
19.053,0.00
19.056,1.00
19.060,0.00
19.063,0.00
19.067,0.00
19.070,0.00
19.074,0.00
19.077,0.00
19.081,0.00
19.084,0.00
19.088,0.00
19.091,0.00
19.095,0.00
19.098,0.00
19.102,0.00
19.105,0.00
19.109,0.00
19.112,0.00
19.116,0.00
19.119,0.00
19.123,1.00
19.126,0.00
19.130,0.00
19.133,0.00
19.137,0.00
19.140,0.00
19.144,0.00
19.147,0.00
19.151,0.00
19.154,0.00
19.158,0.00
19.161,0.00
19.165,0.00
19.168,0.00
19.172,0.00
19.175,0.00
19.178,0.00
19.182,0.00
19.186,0.00
19.189,0.00
19.193,0.00
19.196,0.00
19.200,0.00
19.203,1.00
19.207,0.00
19.210,0.00
19.214,0.00
19.217,0.00
19.221,0.00
19.224,0.00
19.228,0.00
19.231,0.00
19.235,0.00
19.238,0.00
19.242,0.00
19.245,0.00
19.249,0.00
19.252,0.00
19.256,0.00
19.259,0.00
19.263,0.00
19.266,0.00
19.270,0.00
19.273,0.00
19.277,0.00
19.280,0.00
19.284,0.00
19.287,0.00
19.291,0.00
19.294,0.00
19.298,0.00
19.301,1.00
19.305,0.00
19.308,0.00
19.312,0.00
19.315,0.00
19.319,0.00
19.322,0.00
19.326,0.00
19.329,0.00
19.333,0.00
19.336,0.00
19.340,0.00
19.344,0.00
19.347,0.00
19.351,0.00
19.354,0.00
19.358,0.00
19.361,0.00
19.365,0.00
19.368,0.00
19.372,0.00
19.375,0.00
19.379,0.00
19.382,0.00
19.386,0.00
19.389,0.00
19.393,0.00
19.396,0.00
19.400,0.00
19.403,0.00
19.407,0.00
19.410,0.00
19.414,0.00
19.417,0.00
19.421,0.00
19.424,0.00
19.428,0.00
19.431,0.00
19.434,0.00
19.438,0.00
19.442,0.00
19.445,0.00
19.449,0.00
19.452,0.00
19.456,0.00
19.459,0.00
19.463,123.17
19.466,0.00
19.470,0.00
19.473,0.00
19.477,0.00
19.480,0.00
19.484,75.06
19.487,33.01
19.491,4.00
19.494,1.00
19.498,1.00
19.501,0.00
19.505,0.00
19.508,0.00
19.512,0.00
19.515,0.00
19.519,0.00
19.522,0.00
19.526,0.00
19.529,0.00
19.533,0.00
19.536,0.00
19.540,0.00
19.543,0.00
19.547,0.00
19.550,0.00
19.554,0.00
19.557,157.28
19.561,2.00
19.564,0.00
19.568,0.00
19.571,0.00
19.575,0.00
19.578,0.00
19.582,0.00
19.585,0.00
19.589,0.00
19.592,0.00
19.596,0.00
19.599,0.00
19.603,0.00
19.606,0.00
19.610,0.00
19.613,0.00
19.617,0.00
19.620,0.00
19.624,0.00
19.626,0.00
19.631,0.00
19.634,0.00
19.638,0.00
19.641,0.00
19.645,0.00
19.648,0.00
19.652,1.00
19.655,0.00
19.659,0.00
19.662,0.00
19.666,0.00
19.669,0.00
19.673,0.00
19.676,0.00
19.680,0.00
19.683,0.00
19.687,0.00
19.690,0.00
19.694,0.00
19.697,0.00
19.701,0.00
19.704,0.00
19.708,0.00
19.711,0.00
19.715,0.00
19.718,0.00
19.722,0.00
19.725,0.00
19.729,0.00
19.732,0.00
19.736,0.00
19.739,148.25
19.743,0.00
19.746,0.00
19.750,0.00
19.753,0.00
19.757,0.00
19.760,0.00
19.764,0.00
19.767,0.00
19.771,0.00
19.774,0.00
19.778,0.00
19.781,0.00
19.785,0.00
19.788,0.00
19.792,0.00
19.795,0.00
19.799,0.00
19.802,0.00
19.806,0.00
19.809,0.00
19.813,0.00
19.816,0.00
19.820,0.00
19.823,0.00
19.827,0.00
19.830,0.00
19.834,0.00
19.837,0.00
19.841,0.00
19.844,1.00
19.848,0.00
19.851,0.00
19.855,0.00
19.858,0.00
19.862,0.00
19.865,0.00
19.869,0.00
19.872,0.00
19.876,0.00
19.879,0.00
19.882,0.00
19.886,0.00
19.890,0.00
19.893,0.00
19.897,1.00
19.900,1.00
19.904,1.00
19.907,0.00
19.911,0.00
19.914,0.00
19.918,0.00
19.921,0.00
19.925,0.00
19.929,0.00
19.932,0.00
19.936,0.00
19.939,0.00
19.943,0.00
19.946,0.00
19.950,0.00
19.953,0.00
19.957,0.00
19.960,0.00
19.964,2.00
19.967,0.00
19.971,0.00
19.974,0.00
19.978,0.00
19.981,0.00
19.985,0.00
19.988,0.00
19.992,0.00
19.995,0.00
19.999,0.00
20.002,0.00
20.006,0.00
20.009,0.00
20.013,0.00
20.016,0.00
20.020,0.00
20.023,0.00
20.027,0.00
20.030,0.00
20.034,0.00
20.037,0.00
20.041,0.00
20.044,0.00
20.048,0.00
20.051,0.00
20.055,0.00
20.058,0.00
20.062,0.00
20.065,0.00
20.069,0.00
20.072,0.00
20.076,0.00
20.079,0.00
20.083,0.00
20.086,0.00
20.090,0.00
20.093,0.00
20.097,0.00
20.100,0.00
20.104,0.00
20.107,0.00
20.111,0.00
20.114,0.00
20.118,0.00
20.121,0.00
20.125,0.00
20.128,0.00
20.132,0.00
20.135,0.00
20.138,0.00
20.142,0.00
20.146,0.00
20.149,0.00
20.153,0.00
20.156,132.20
20.160,5.00
20.163,1.00
20.167,0.00
20.170,0.00
20.174,0.00
20.177,0.00
20.181,0.00
20.184,0.00
20.188,2.00
20.191,0.00
20.195,0.00
20.198,0.00
20.202,0.00
20.205,0.00
20.209,0.00
20.212,0.00
20.216,0.00
20.219,0.00
20.223,0.00
20.226,0.00
20.230,0.00
20.233,0.00
20.237,0.00
20.240,0.00
20.244,0.00
20.247,0.00
20.251,0.00
20.254,0.00
20.258,0.00
20.261,0.00
20.265,0.00
20.268,0.00
20.272,0.00
20.275,0.00
20.279,0.00
20.282,1.00
20.286,0.00
20.289,0.00
20.293,0.00
20.296,0.00
20.300,0.00
20.303,0.00
20.307,0.00
20.310,0.00
20.314,0.00
20.317,0.00
20.321,1.00
20.324,0.00
20.328,0.00
20.330,0.00
20.335,0.00
20.338,0.00
20.342,0.00
20.345,0.00
20.349,0.00
20.352,0.00
20.356,0.00
20.359,0.00
20.363,0.00
20.366,0.00
20.370,0.00
20.373,0.00
20.377,0.00
20.380,0.00
20.384,0.00
20.387,0.00
20.391,0.00
20.394,0.00
20.398,0.00
20.401,2.00
20.405,0.00
20.408,0.00
20.412,0.00
20.415,0.00
20.419,0.00
20.422,0.00
20.426,0.00
20.429,0.00
20.433,0.00
20.436,0.00
20.440,0.00
20.443,0.00
20.447,0.00
20.450,0.00
20.454,0.00
20.457,0.00
20.461,0.00
20.464,0.00
20.468,0.00
20.471,0.00
20.475,0.00
20.478,0.00
20.482,0.00
20.485,0.00
20.489,0.00
20.492,0.00
20.496,0.00
20.499,0.00
20.503,0.00
20.506,0.00
20.510,0.00
20.514,0.00
20.517,0.00
20.521,0.00
20.524,0.00
20.528,0.00
20.531,0.00
20.535,0.00
20.538,176.35
20.542,0.00
20.545,0.00
20.549,0.00
20.552,0.00
20.556,0.00
20.559,0.00
20.563,0.00
20.566,0.00
20.570,0.00
20.573,0.00
20.577,0.00
20.580,0.00
20.584,0.00
20.586,0.00
20.591,0.00
20.594,0.00
20.598,0.00
20.601,0.00
20.605,0.00
20.608,0.00
20.612,0.00
20.615,0.00
20.619,0.00
20.622,0.00
20.626,0.00
20.629,0.00
20.633,0.00
20.636,0.00
20.640,0.00
20.643,0.00
20.647,0.00
20.650,0.00
20.654,0.00
20.657,0.00
20.661,0.00
20.664,0.00
20.668,0.00
20.671,0.00
20.675,0.00
20.678,0.00
20.682,0.00
20.685,0.00
20.689,0.00
20.692,0.00
20.696,0.00
20.699,2.00
20.703,0.00
20.706,0.00
20.710,0.00
20.713,0.00
20.717,0.00
20.720,0.00
20.724,0.00
20.727,0.00
20.731,0.00
20.734,0.00
20.738,0.00
20.741,0.00
20.745,131.19
20.748,2.00
20.752,1.00
20.755,0.00
20.759,0.00
20.762,0.00
20.766,1.00
20.769,0.00
20.773,0.00
20.776,0.00
20.780,0.00
20.783,0.00
20.787,0.00
20.790,0.00
20.794,0.00
20.797,0.00
20.801,0.00
20.804,0.00
20.808,0.00
20.811,0.00
20.815,0.00
20.818,0.00
20.822,5.00
20.825,12.00
20.829,0.00
20.832,0.00
20.836,0.00
20.839,0.00
20.842,0.00
20.846,0.00
20.850,0.00
20.853,0.00
20.857,0.00
20.860,0.00
20.864,0.00
20.867,0.00
20.871,0.00
20.874,0.00
20.878,0.00
20.881,0.00
20.885,0.00
20.888,0.00
20.892,0.00
20.895,0.00
20.899,0.00
20.902,0.00
20.906,0.00
20.909,0.00
20.913,0.00
20.916,0.00
20.920,0.00
20.923,0.00
20.927,0.00
20.930,0.00
20.934,0.00
20.937,0.00
20.941,0.00
20.944,0.00
20.948,0.00
20.951,0.00
20.955,0.00
20.958,0.00
20.962,0.00
20.965,0.00
20.969,0.00
20.972,0.00
20.976,0.00
20.979,0.00
20.983,0.00
20.986,0.00
20.990,0.00
20.993,0.00
20.997,0.00
21.000,0.00
21.004,0.00
21.007,0.00
21.011,0.00
21.014,0.00
21.018,0.00
21.021,0.00
21.025,0.00
21.028,0.00
21.032,0.00
21.034,1.00
21.039,0.00
21.042,0.00
21.046,0.00
21.049,0.00
21.053,0.00
21.056,0.00
21.060,0.00
21.063,0.00
21.067,0.00
21.070,0.00
21.074,0.00
21.077,0.00
21.081,0.00
21.084,0.00
21.088,0.00
21.092,0.00
21.095,0.00
21.098,0.00
21.102,0.00
21.106,0.00
21.109,0.00
21.113,0.00
21.116,0.00
21.120,0.00
21.123,0.00
21.127,0.00
21.130,0.00
21.134,0.00
21.137,0.00
21.141,0.00
21.144,0.00
21.148,0.00
21.151,0.00
21.155,0.00
21.158,0.00
21.162,0.00
21.165,0.00
21.169,0.00
21.172,0.00
21.176,0.00
21.179,0.00
21.183,0.00
21.186,0.00
21.190,0.00
21.193,0.00
21.197,0.00
21.200,0.00
21.204,0.00
21.207,0.00
21.211,0.00
21.214,0.00
21.218,0.00
21.221,0.00
21.225,0.00
21.228,0.00
21.232,0.00
21.235,0.00
21.239,0.00
21.242,0.00
21.246,0.00
21.249,0.00
21.253,1.00
21.256,0.00
21.260,0.00
21.263,0.00
21.267,0.00
21.270,0.00
21.274,0.00
21.277,0.00
21.281,0.00
21.284,0.00
21.288,0.00
21.290,0.00
21.295,0.00
21.298,0.00
21.302,0.00
21.305,0.00
21.309,0.00
21.312,0.00
21.316,0.00
21.319,0.00
21.323,0.00
21.326,0.00
21.330,0.00
21.333,0.00
21.337,0.00
21.340,0.00
21.344,0.00
21.347,0.00
21.351,0.00
21.354,0.00
21.358,0.00
21.361,0.00
21.365,0.00
21.368,0.00
21.372,0.00
21.375,0.00
21.379,0.00
21.382,0.00
21.386,0.00
21.389,0.00
21.393,0.00
21.396,0.00
21.400,0.00
21.403,0.00
21.407,0.00
21.410,0.00
21.414,0.00
21.417,0.00
21.421,0.00
21.424,0.00
21.428,0.00
21.431,0.00
21.435,0.00
21.438,0.00
21.442,0.00
21.445,0.00
21.449,0.00
21.452,0.00
21.456,0.00
21.459,0.00
21.463,0.00
21.466,0.00
21.470,0.00
21.473,0.00
21.477,2.00
21.480,0.00
21.484,0.00
21.487,0.00
21.491,0.00
21.494,0.00
21.498,0.00
21.501,0.00
21.505,0.00
21.508,1.00
21.512,0.00
21.515,0.00
21.519,33.01
21.522,57.04
21.526,4.00
21.529,0.00
21.533,0.00
21.536,0.00
21.540,0.00
21.543,0.00
21.546,0.00
21.550,0.00
21.554,0.00
21.557,0.00
21.561,0.00
21.564,0.00
21.568,0.00
21.571,0.00
21.575,0.00
21.578,0.00
21.582,1.00
21.585,0.00
21.589,0.00
21.592,0.00
21.596,0.00
21.599,0.00
21.603,1.00
21.606,136.21
21.610,1.00
21.613,0.00
21.617,0.00
21.620,0.00
21.624,0.00
21.627,0.00
21.631,0.00
21.634,0.00
21.638,0.00
21.641,0.00
21.645,0.00
21.648,0.00
21.652,0.00
21.655,0.00
21.659,0.00
21.662,0.00
21.666,0.00
21.669,0.00
21.673,1.00
21.677,0.00
21.680,1.00
21.684,0.00
21.687,0.00
21.691,0.00
21.694,1.00
21.698,0.00
21.701,0.00
21.705,0.00
21.708,0.00
21.712,0.00
21.715,0.00
21.719,0.00
21.722,0.00
21.726,0.00
21.729,1.00
21.733,0.00
21.736,0.00
21.740,0.00
21.743,0.00
21.747,0.00
21.750,0.00
21.754,0.00
21.757,0.00
21.761,3.00
21.764,20.00
21.768,0.00
21.771,0.00
21.775,0.00
21.778,0.00
21.782,0.00
21.785,0.00
21.789,0.00
21.792,0.00
21.796,0.00
21.799,0.00
21.802,0.00
21.806,0.00
21.810,0.00
21.813,0.00
21.817,0.00
21.820,0.00
21.824,0.00
21.827,0.00
21.831,0.00
21.834,0.00
21.838,0.00
21.841,0.00
21.845,0.00
21.848,0.00
21.852,0.00
21.855,0.00
21.859,0.00
21.862,0.00
21.866,0.00
21.869,124.17
21.873,6.00
21.876,1.00
21.880,0.00
21.883,1.00
21.887,0.00
21.890,0.00
21.894,4.00
21.897,0.00
21.901,0.00
21.904,0.00
21.908,0.00
21.911,0.00
21.915,0.00
21.918,0.00
21.922,0.00
21.925,0.00
21.929,0.00
21.932,0.00
21.936,0.00
21.939,0.00
21.943,0.00
21.946,2.00
21.950,0.00
21.953,0.00
21.957,1.00
21.960,0.00
21.964,0.00
21.967,0.00
21.971,0.00
21.974,0.00
21.978,0.00
21.981,0.00
21.985,0.00
21.988,0.00
21.992,0.00
21.994,0.00
21.999,0.00
22.002,0.00
22.006,0.00
22.009,2.00
22.013,0.00
22.016,0.00
22.020,0.00
